"cartId";"productId"
5697;10955
5706;18720
5713;88596
5718;54190
5720;59320
5738;89925
5749;59972
5752;44411
5766;87930
5768;38518
5771;12709
5798;35569
5802;52510
5817;89845
5822;87495
5825;39237
5833;10542
5841;6747
5852;3507
5858;15597
5863;7088
5866;74367
5881;15784
5882;94183
5888;97171
5893;37144
5897;93499
5904;75015
5907;95038
5927;1867
5929;96488
5935;43717
5942;27532
5945;89709
5947;76715
5948;77569
5950;23427
5965;17111
5967;1687
5969;87285
5971;19606
5974;29733
5976;43453
5978;39941
5985;57563
5986;20519
5991;48636
5999;64232
6000;52699
6008;13741
6016;79748
6022;78156
6027;72679
6052;95945
6059;37890
6068;50940
6069;92399
6078;51694
6087;98484
6096;66568
6105;97284
6106;70418
6108;71064
6111;94814
6112;28368
6129;5105
6133;27293
6139;93439
6143;68708
6144;99088
6148;70189
6151;49889
6164;97026
6185;88330
6188;53187
6192;35639
6197;73401
6200;51473
6202;34254
6203;13335
6208;94861
6210;71092
6212;35473
6218;59295
6222;16627
6227;22642
6232;81999
6244;27695
6251;63236
6255;49777
6259;94624
6261;42784
6267;2826
6268;64956
6279;65010
6285;55203
6293;79513
6307;13804
6308;44786
6311;68392
6324;5221
6329;51057
6330;53055
6342;78429
6352;1903
6355;44204
6356;3510
6358;45382
6369;77699
6370;62733
6375;11659
6386;84880
6388;35382
6389;93725
6399;31302
6407;43817
6408;66967
6417;66282
6428;49842
6442;24061
6452;16335
6459;45456
6460;40311
6461;60130
6466;67092
6468;74119
6481;2062
6485;40298
6487;210
6489;79741
6493;32865
6496;72785
6500;60477
6501;63287
6522;90298
6535;35343
6536;71611
6551;861
6552;18560
6556;51852
6560;21556
6562;45442
6575;35071
6579;11601
6583;25539
6593;28909
6596;99384
6598;14425
6609;12156
6610;71629
6641;89608
6646;42074
6661;90765
6676;60205
6690;92756
6696;70326
6698;73233
6720;44285
6722;62379
6723;84125
6724;60511
6730;88378
6738;22352
6740;29627
6750;31954
6753;85732
6756;39996
6768;46560
6798;66249
6803;3463
6809;18541
6818;51046
6827;74447
6828;45
6831;70597
6835;7404
6844;41676
6875;32803
6880;70153
6881;6115
6884;67650
6886;92553
6893;67880
6898;98844
6903;10651
6909;7265
6910;27933
6917;57723
6939;18924
6940;84654
6957;42275
6975;53471
6977;60860
7013;51265
7036;36748
7040;19557
7078;43721
7085;82948
7104;34697
7108;41991
7109;78426
7111;20685
7119;10568
7127;62013
7130;30185
7135;29870
7138;60305
7141;23368
7143;54992
7147;92753
7149;57948
7155;24651
7165;49440
7172;21786
7186;15738
7189;46797
7207;45450
7211;16307
7216;31100
7221;48563
7223;82455
7226;3819
7235;4210
7236;69126
7247;53411
7260;44449
7269;39575
7273;9027
7276;42833
7279;55888
7283;48768
7284;28389
7292;67269
7294;30197
7298;74987
7299;41468
7307;94589
7308;51838
7309;76788
7336;6485
7345;58577
7358;92707
7360;89314
7366;24479
7374;20877
7384;55310
7391;49126
7398;25399
7419;4482
7462;21395
7472;27755
7479;87977
7481;28690
7488;21341
7493;74855
7498;64917
7502;81948
7508;90476
7537;85651
7543;80580
7546;93317
7549;50373
7557;3192
7558;92760
7574;82010
7575;13959
7581;51738
7590;32014
7600;80668
7601;64099
7607;8390
7622;97950
7634;76811
7638;66411
7654;95043
7662;86058
7674;91556
7680;27753
7687;30640
7689;34406
7690;85950
7691;65771
7701;80257
7707;903
7709;60367
7714;87849
7743;29015
7753;60863
7771;8943
7784;79994
7789;46443
7799;8895
7803;6501
7807;69362
7808;58187
7814;24536
7818;70278
7831;81081
7834;81524
7838;22695
7845;25784
7848;70837
7853;13151
7864;73159
7870;17876
7879;34253
7881;18429
7904;66140
7905;55618
7914;3341
7917;99734
7936;70462
7938;38547
7943;65886
7944;1133
7957;71243
7964;7266
7980;82047
8014;84509
8018;18185
8019;37509
8025;9210
8026;65730
8028;86258
8034;76946
8041;12014
8042;49137
8047;78781
8063;27737
8072;29741
8073;4742
8081;85838
8098;6444
8099;56217
8104;32586
8106;67821
8108;49736
8116;32666
8121;32507
8130;60061
8133;20333
8138;34820
8154;97701
8157;43815
8164;34780
8170;28475
8188;78267
8195;26141
8201;7243
8205;54086
8207;69170
8240;40681
8243;47199
8244;25365
8254;8740
8262;81576
8271;55448
8285;22104
8288;12809
8289;83060
8293;68623
8307;87972
8313;25533
8316;15915
8323;97838
8328;45805
8329;64795
8333;25291
8338;9091
8339;14145
8343;11184
8359;43923
8360;93934
8392;71731
8394;8762
8397;6602
8406;39258
8414;22501
8421;23932
8432;97017
8437;29322
8459;76530
8465;30401
8467;35193
8490;62802
8491;61829
8497;43785
8507;85442
8515;44343
8535;1481
8538;16611
8540;47321
8542;46060
8549;87620
8558;59691
8560;10263
8562;26937
8565;42525
8566;51658
8569;24572
8571;2010
8572;58704
8580;69199
8589;63924
8597;91214
8598;44387
8606;73669
8611;23272
8614;9595
8616;58760
8618;98370
8631;12515
8637;40084
8640;3559
8643;78440
8646;33076
8650;68129
8654;61207
8677;66554
8692;94232
8693;80544
8695;39326
8699;75553
8705;81284
8714;41101
8722;68345
8727;89845
8728;27926
8740;80204
8742;95868
8748;87524
8749;54983
8756;88241
8761;3921
8764;29424
8773;3910
8776;2628
8780;87554
8800;82553
8801;54788
8802;9084
8803;94743
8812;59209
8816;4381
8817;92677
8821;91729
8824;96243
8826;78860
8837;12853
8842;49445
8847;8807
8848;1653
8850;15646
8854;9376
8858;14293
8865;4198
8869;2771
8888;92750
8897;1294
8900;85212
8916;38988
8919;12978
8932;6125
8941;60809
8945;9266
8947;2168
8951;83207
8953;10415
8954;33040
8962;68283
8987;310
8988;72072
8992;6183
8998;61097
9001;36555
9012;36536
9023;13728
9026;26604
9041;92210
9048;42610
9050;8280
9064;38638
9066;40160
9067;60912
9080;84246
9081;47782
9096;82390
9103;89961
9111;9262
9118;90285
9144;88349
9147;80500
9152;15602
9154;83950
9158;31996
9162;38219
9166;48868
9196;86951
9211;37238
9216;67367
9217;18191
9233;96219
9234;99346
9240;76417
9248;73763
9250;55915
9252;31983
9254;92602
9255;46020
9257;10379
9264;50722
9270;30383
9274;26527
9282;11838
9286;35865
9297;33134
9320;41855
9322;28522
9323;28619
9331;37113
9336;91958
9340;15718
9342;81415
9347;6259
9348;53689
9357;90028
9358;90952
9376;32338
9397;74967
9405;18304
9406;98992
9407;49576
9434;70077
9435;83535
9436;93903
9440;99387
9452;1958
9453;43791
9459;90741
9462;71075
9463;99557
9468;18534
9482;12757
9487;44827
9494;57510
9503;48620
9529;9392
9539;44573
9544;48744
9551;26855
9553;95414
9555;81603
9558;12418
9572;5923
9573;10277
9574;6586
9583;28374
9591;38705
9594;11225
9595;52335
9604;79485
9607;65549
9611;63346
9612;79076
9618;77787
9631;84376
9647;48153
9652;4740
9654;31133
9655;75219
9659;41027
9661;57772
9667;17238
9672;73122
9684;96111
9693;88801
9715;14449
9717;18766
9718;57483
9726;42053
9732;81919
9736;98336
9752;13097
9753;62235
9759;89713
9761;30808
9779;50
9780;37820
9782;55795
9797;67102
9807;61661
9809;55293
9812;72846
9814;64357
9818;48464
9838;91357
9842;52944
9853;3361
9855;96858
9864;50728
9865;93081
9866;89377
9889;22072
9891;57984
9893;92809
9897;67440
9900;24401
9904;37732
9909;73767
9911;18608
9913;62648
9922;90683
9930;31186
9934;4889
9940;83223
9959;17745
9968;66854
9977;51712
9979;29980
9980;94885
9986;96596
10002;56951
10006;93066
10010;20625
10012;4315
10029;36874
10036;86403
10037;76858
10038;21554
10041;26768
10055;62047
10056;13451
10057;2630
10063;19210
10065;63018
10066;81701
10067;37442
10074;72899
10077;76064
10090;51946
10092;83851
10093;18240
10107;80238
10120;86569
10122;72841
10132;60451
10137;16007
10146;24526
10155;40989
10164;73616
10168;84501
10187;62307
10190;5818
10191;63639
10198;98669
10206;84211
10210;43671
10219;58000
10231;98481
10249;59176
10255;21228
10258;37712
10275;40047
10285;65933
10286;78753
10289;68517
10293;88178
10299;55367
10307;33554
10312;20227
10317;10934
10334;66813
10339;57700
10350;9075
10352;57939
10353;94495
10354;57353
10376;20135
10384;4332
10398;85315
10402;43608
10410;32155
10414;35134
10418;12171
10428;5134
10429;28806
10433;36148
10439;52428
10475;37781
10498;62208
10502;7240
10506;98862
10508;34941
10518;41780
10522;27676
10536;36944
10539;27010
10540;48769
10542;46513
10546;1517
10557;91832
10565;55960
10568;63301
10575;35849
10601;22168
10616;38354
10621;23850
10625;9480
10631;74888
10639;52111
10645;11940
10648;21132
10653;3613
10654;45104
10658;85894
10662;24080
10668;3245
10675;19123
10690;73918
10695;65774
10698;42761
10704;68197
10706;54219
10707;47058
10711;49695
10712;93272
10713;21735
10735;64216
10737;82461
10739;72749
10747;53038
10750;14703
10755;11282
10762;4733
10775;13369
10776;94827
10778;41724
10801;37146
10812;21694
10818;3406
10823;12667
10837;80252
10855;11208
10865;72632
10866;13242
10877;93898
10878;23880
10883;50417
10884;37865
10887;90255
10889;18007
10892;71106
10913;77884
10915;42167
10927;56486
10933;28106
10936;56000
10937;69334
10942;58594
10948;20476
10949;32420
10957;46640
10964;8485
10966;49092
10968;93112
10989;66127
11002;5198
11007;24569
11024;46498
11026;84977
11042;85469
11048;30348
11050;88969
11051;93450
11055;13725
11056;86145
11062;18232
11068;8663
11071;398
11072;37509
11086;12913
11091;81353
11093;21852
11098;26801
11129;25980
11166;51587
11167;17712
11175;81093
11181;98992
11183;68985
11188;59728
11197;23925
11206;78929
11213;63535
11222;74913
11230;84081
11240;44587
11248;16432
11249;52692
11252;78529
11265;82176
11283;68074
11286;55710
11303;65086
11306;45731
11323;4943
11332;90733
11336;67888
11339;81781
11359;60899
11361;79781
11366;71191
11372;77539
11376;55301
11409;71342
11411;97336
11413;26190
11421;89949
11430;7249
11432;86966
11446;79887
11451;28154
11454;89492
11460;25490
11468;68858
11472;40117
11479;64570
11495;48778
11498;73673
11505;47173
11511;3319
11515;49453
11516;54530
11523;84164
11532;70921
11533;71933
11534;65056
11541;34393
11547;40363
11555;90475
11565;90287
11581;77492
11585;42888
11593;65333
11616;16154
11623;10707
11633;57072
11640;78591
11641;56633
11644;57637
11645;373
11651;68160
11656;94072
11665;50696
11671;28190
11673;79895
11675;10838
11682;67956
11683;77985
11694;34001
11696;70436
11736;17856
11737;80739
11748;62080
11752;75775
11760;65433
11788;31707
11796;35738
11817;18365
11827;63392
11829;80842
11835;732
11837;32608
11850;51336
11857;84175
11858;4139
11859;26318
11862;52359
11867;60892
11870;22468
11873;93125
11880;78186
11904;31814
11905;51262
11916;49462
11939;73061
11944;55892
11945;29108
11956;8188
11960;45429
11967;21309
11970;9395
11980;55747
11993;64241
11996;41988
11998;94626
12004;10526
12012;69197
12013;83498
12018;67482
12022;52219
12028;68672
12041;74176
12044;15608
12050;61433
12053;29258
12058;17669
12064;77025
12068;62063
12069;62228
12078;59143
12087;84808
12097;41403
12107;41525
12113;6022
12114;99472
12119;18301
12124;69977
12125;25416
12127;24359
12130;51839
12155;13428
12165;6446
12169;27207
12184;49868
12195;7354
12203;75703
12208;64230
12210;4163
12220;87837
12225;40291
12235;45923
12241;82608
12256;75586
12266;65587
12267;81880
12268;29459
12270;71709
12292;98105
12301;92427
12307;57830
12317;16426
12318;48603
12321;49627
12322;77877
12325;81205
12327;92760
12339;24551
12354;92286
12358;16231
12366;19079
12381;91405
12386;97019
12395;70316
12409;67676
12414;31480
12424;77953
12426;39467
12429;80046
12431;9458
12439;51692
12445;15419
12452;21821
12454;70357
12459;11371
12464;20721
12478;57549
12485;17573
12491;91677
12501;99880
12502;2957
12520;97457
12526;10301
12527;63793
12532;25206
12537;82059
12541;5123
12543;66809
12544;29544
12554;43917
12558;67326
12584;29292
12587;22622
12595;33061
12597;6454
12598;64220
12622;10318
12632;91197
12635;50015
12638;24307
12648;87931
12651;63
12659;21776
12660;64669
12666;96936
12680;23568
12681;76321
12683;25345
12705;39411
12707;88652
12711;10733
12712;22800
12725;41507
12727;43500
12732;76230
12736;93624
12746;72659
12747;28875
12751;81539
12753;7106
12758;88081
12761;50354
12766;40930
12769;18937
12771;59046
12782;49432
12786;19056
12788;86231
12806;18490
12809;64499
12811;86868
12817;70915
12819;24982
12823;86963
12833;31145
12834;16608
12838;91139
12842;90807
12868;13517
12870;85213
12890;72754
12891;61847
12897;49683
12918;36675
12924;69614
12927;13111
12946;21222
12955;56604
12969;33456
12980;32807
12982;84697
12989;11877
12994;87871
13000;41588
13009;29837
13010;6031
13019;42451
13021;64430
13022;56198
13027;16939
13049;31640
13050;85844
13063;68070
13070;36221
13099;71178
13101;88977
13104;37346
13105;58385
13107;81929
13116;15735
13126;45065
13138;72229
13147;2440
13166;4284
13176;89481
13177;29660
13187;47282
13194;50796
13199;48219
13203;1163
13210;25042
13221;40342
13228;2590
13230;26480
13236;24617
13238;19618
13243;59893
13249;58788
13253;80541
13255;89448
13267;85422
13269;58837
13270;28070
13273;42652
13280;73890
13282;94424
13292;45087
13293;17876
13295;952
13297;49908
13307;92654
13309;24782
13310;27040
13311;25716
13322;42584
13341;71653
13352;37675
13366;1168
13368;7994
13383;43207
13384;30145
13385;96108
13397;64020
13401;45531
13408;43368
13410;20757
13411;80869
13413;2257
13415;98051
13424;59994
13428;73970
13433;37892
13448;23420
13454;27205
13456;78350
13460;45430
13462;64810
13483;44092
13487;3188
13501;52981
13502;749
13511;58201
13514;65331
13520;31640
13524;33363
13531;33212
13533;2465
13539;28868
13543;59981
13544;64128
13545;9720
13546;70848
13558;30123
13560;78456
13573;57598
13579;4828
13581;99634
13583;8666
13608;79148
13609;48928
13622;72426
13627;14534
13634;82480
13648;3606
13668;97385
13669;6105
13671;42585
13675;28540
13676;35764
13682;58124
13686;83095
13689;91692
13692;41976
13703;57764
13708;84710
13712;21
13713;80261
13720;15761
13724;36288
13730;37454
13731;50942
13732;48841
13755;18930
13762;62118
13779;64119
13785;50798
13793;59888
13801;19511
13816;40901
13823;91181
13835;29205
13859;94861
13860;40081
13864;94078
13870;50239
13878;18676
13880;38334
13881;55803
13898;7473
13899;45971
13906;52973
13911;37413
13916;76152
13926;42747
13934;31414
13942;44872
13943;38453
13954;46225
13983;33847
13986;54524
13987;35014
14001;78219
14006;87071
14008;16336
14013;12186
14014;97877
14023;30359
14041;47113
14042;70758
14046;61034
14063;30858
14065;10238
14066;37058
14068;62883
14073;96979
14086;74646
14093;41459
14095;27835
14104;79416
14117;36296
14118;9090
14127;42353
14128;58428
14137;11721
14148;56672
14149;97629
14152;95448
14158;61320
14165;92622
14171;27599
14174;12073
14178;27757
14191;81889
14198;12363
14199;52852
14205;68069
14208;15638
14213;10214
14218;43682
14220;69767
14227;24887
14239;87268
14240;98116
14246;95366
14259;75563
14260;40159
14261;67952
14269;16854
14275;33702
14277;54820
14283;67770
14289;55852
14291;17533
14293;13602
14307;85441
14313;77116
14315;62376
14316;23468
14324;80703
14326;72184
14327;14853
14328;77867
14336;97406
14366;46798
14369;49283
14373;77409
14378;7662
14401;71859
14407;72620
14426;38923
14431;15494
14447;12356
14448;34299
14452;51270
14481;42828
14483;36852
14487;46902
14506;81644
14514;37910
14516;25487
14538;3178
14539;91148
14549;81539
14550;96313
14562;92981
14571;29323
14577;61832
14579;20000
14580;42830
14581;21775
14584;8843
14595;61732
14608;52552
14612;34557
14613;88232
14615;14760
14626;9900
14629;10415
14638;4729
14650;98659
14651;87045
14652;61705
14654;45811
14678;34189
14687;34369
14690;78048
14694;29922
14700;56521
14701;74279
14705;17270
14714;22825
14721;11027
14729;48387
14732;69647
14735;29277
14752;65565
14775;55359
14776;86056
14782;4660
14784;52502
14792;77308
14803;85143
14812;67537
14818;68066
14824;95343
14830;66272
14831;70454
14835;73697
14840;16378
14841;75881
14847;60692
14861;41774
14863;13401
14870;30803
14874;98054
14889;88627
14895;13893
14896;81725
14898;38815
14921;22746
14922;69001
14923;14946
14926;28319
14939;78155
14940;62041
14944;9955
14953;12800
14962;43301
14963;86625
14965;50634
14979;21456
14981;25371
14999;97953
15000;22536
15010;83842
15011;91419
15012;71969
15017;82650
15023;66697
15046;99986
15064;44737
15067;25494
15081;54290
15085;1423
15087;39857
15099;96250
15101;94899
15103;1197
15134;12620
15158;3121
15163;63427
15164;52859
15190;77478
15207;76872
15208;47968
15210;79259
15216;42422
15224;74662
15231;70644
15232;13298
15247;31594
15250;51595
15252;87909
15256;93262
15260;20447
15263;15636
15281;61332
15297;92141
15299;58064
15303;34887
15310;92783
15311;88348
15316;82899
15318;26245
15320;47389
15324;79491
15330;53694
15341;4707
15344;21586
15347;55975
15359;6526
15360;2685
15363;91083
15368;43036
15384;44250
15387;30195
15391;39770
15397;48340
15402;77593
15403;72036
15407;24624
15416;9666
15420;9342
15422;34973
15423;32296
15436;96289
15440;63443
15448;33370
15455;19090
15467;43953
15475;12094
15490;27557
15498;21188
15503;8149
15508;5664
15510;79856
15515;31251
15520;20199
15531;87985
15539;28419
15543;21611
15555;95913
15562;27612
15565;99114
15570;28893
15575;59419
15579;18769
15607;99105
15608;36078
15613;32901
15621;32139
15625;56666
15629;42361
15631;96369
15639;19525
15658;6288
15666;11808
15670;99423
15674;15757
15687;65361
15690;62574
15693;7485
15695;86950
15701;8033
15711;27058
15723;62506
15727;49272
15729;18836
15755;72666
15757;94377
15758;4604
15767;58495
15768;41772
15769;55192
15772;95569
15774;53503
15782;72130
15785;57373
15788;66127
15807;1551
15812;9367
15813;71615
15818;74648
15826;61387
15827;3035
15828;25608
