"cartId";"accountId"
1196;223187
1203;559519
1205;457858
1208;887189
1212;440195
1223;745579
1227;912122
1233;213868
1234;904514
1236;97473
1254;986911
1260;544332
1265;715459
1269;788739
1275;179990
1284;217088
1286;250345
1287;907788
1288;725336
1295;538779
1298;863499
1299;184697
1300;398292
1307;221815
1316;862595
1317;329906
1328;620061
1332;856124
1351;515508
1357;626895
1358;524897
1360;99083
1362;381015
1369;86498
1382;59735
1383;39133
1385;907628
1389;449248
1396;29695
1397;399074
1400;717044
1405;615943
1408;170541
1413;250386
1414;391728
1420;420116
1422;325144
1435;913478
1441;90928
1443;180753
1445;938553
1446;571299
1448;44417
1451;447102
1457;194290
1461;370450
1467;343705
1471;528666
1477;231121
1490;142424
1493;717201
1495;415147
1501;236146
1502;889354
1503;921323
1506;434922
1509;415946
1517;408412
1525;219216
1533;589120
1538;616405
1539;348045
1546;954203
1550;367353
1551;881521
1558;215631
1567;884013
1568;514306
1569;179746
1571;291899
1574;501861
1583;31306
1587;912536
1589;301926
1594;875801
1595;785686
1597;504786
1599;600098
1602;98499
1605;232745
1610;718954
1620;284597
1639;868860
1642;975829
1648;231483
1655;156006
1663;928789
1664;580579
1666;761034
1688;602621
1689;453382
1691;931292
1694;882135
1696;6205
1700;466606
1701;210089
1704;969399
1705;527322
1707;76160
1712;370645
1716;932168
1724;339079
1727;107509
1743;831869
1748;640714
1749;158370
1753;976422
1755;513076
1756;26797
1762;445647
1764;590787
1765;33049
1768;124002
1769;850488
1770;924217
1771;247064
1772;678855
1775;286493
1797;503889
1801;633762
1802;572016
1812;216842
1815;251618
1822;572880
1826;672677
1827;559895
1830;210291
1842;944189
1844;112915
1847;482384
1849;411347
1858;636175
1859;438633
1866;863924
1868;956054
1875;642917
1878;465429
1886;18585
1892;202746
1900;779475
1902;355316
1903;592694
1906;443434
1912;986479
1914;332623
1917;234854
1921;154154
1922;125667
1925;763705
1928;956740
1932;967918
1934;783596
1936;737490
1937;63686
1943;542917
1947;669972
1952;544427
1962;194885
1966;155836
1986;376204
1988;590091
1998;982927
2007;751735
2008;262495
2019;114444
2028;256650
2033;803595
2036;910315
2044;864109
2049;133750
2056;994413
2063;734625
2073;186410
2087;642397
2096;983142
2099;798131
2106;158978
2108;970961
2112;901182
2113;584166
2115;302220
2116;170992
2121;399069
2124;496579
2126;615818
2133;127151
2134;105797
2137;631912
2140;636506
2144;28593
2152;568192
2157;631461
2176;846090
2183;634570
2185;673683
2186;545553
2189;89406
2192;687061
2193;2597
2194;687361
2195;509452
2197;866089
2203;162269
2204;335662
2211;987688
2213;7937
2220;92422
2221;288662
2224;237104
2227;18497
2231;136925
2232;227886
2233;483764
2252;181399
2268;694712
2276;911946
2280;642114
2282;867177
2286;369281
2287;18208
2289;664208
2299;715973
2300;669861
2308;202209
2318;706207
2327;891509
2331;847567
2339;128205
2342;93036
2352;988360
2353;951933
2354;809623
2358;332488
2359;457385
2362;820287
2365;414381
2366;479216
2369;606398
2373;491715
2378;762954
2380;936472
2381;276501
2383;54422
2386;732723
2407;527386
2409;49904
2411;675859
2413;568599
2414;647300
2415;206502
2419;794637
2421;944082
2439;631355
2441;920663
2443;9113
2445;495724
2448;207312
2454;827583
2457;598232
2464;102136
2465;483397
2467;810665
2468;836310
2471;830637
2472;510773
2475;533557
2483;51280
2492;331687
2493;529704
2494;530895
2497;632466
2498;123524
2504;410282
2506;886428
2516;641730
2522;457536
2523;585933
2526;594626
2527;254063
2535;251590
2536;485384
2540;776748
2542;512637
2547;853524
2554;265010
2563;188831
2564;822744
2579;672196
2583;906109
2586;612015
2589;470604
2601;866231
2605;535193
2612;732635
2615;816559
2621;391651
2626;670033
2634;428565
2635;781939
2642;815755
2651;510386
2655;449558
2659;786534
2662;193330
2671;694696
2674;499875
2675;160865
2683;547471
2698;89492
2703;980365
2710;774808
2714;648834
2726;545662
2742;398086
2743;520758
2746;660187
2749;935516
2757;371794
2768;763134
2769;945192
2773;985769
2776;452405
2779;515393
2783;142345
2788;435570
2799;986711
2800;249127
2807;581053
2810;912326
2819;348464
2821;560630
2823;364113
2834;544580
2841;679461
2848;73622
2852;524264
2853;56784
2865;73779
2869;528100
2873;869498
2877;823182
2885;302941
2887;993843
2888;54656
2895;764441
2896;351996
2898;550224
2903;987432
2907;16247
2908;621788
2909;9857
2911;759783
2914;350110
2921;336553
2924;965210
2925;723315
2928;907860
2930;198706
2936;101567
2937;76708
2940;472410
2956;782033
2957;969486
2959;30290
2961;626729
2965;635243
2972;389312
2973;372679
2976;327460
2978;101618
2985;419201
2987;753320
2993;323429
2995;908203
2996;122769
3003;675996
3005;285568
3012;853784
3021;756647
3027;332279
3031;305137
3036;740695
3041;227056
3042;870445
3045;360823
3047;248978
3061;829051
3064;185360
3065;841070
3069;510279
3071;875301
3074;758416
3077;690320
3078;590156
3085;329857
3089;684001
3096;938609
3097;671665
3098;300738
3099;967335
3101;916125
3109;743551
3112;859558
3115;146852
3116;710517
3117;233641
3128;108113
3130;447853
3134;310608
3144;735952
3151;292564
3165;759291
3170;294366
3174;899597
3176;46843
3183;943708
3191;495416
3194;346407
3199;524590
3208;395936
3214;414759
3218;764702
3223;307906
3225;882909
3227;706416
3235;187060
3239;264457
3242;592598
3248;937543
3250;653924
3251;315953
3253;980087
3254;258174
3262;691025
3266;157186
3275;655386
3282;214106
3287;72715
3306;244111
3322;73331
3323;348791
3325;16720
3327;828351
3328;639454
3333;439492
3335;48864
3341;748061
3346;842885
3349;491231
3352;122011
3355;363898
3357;98908
3358;305378
3365;709334
3366;53063
3368;138623
3383;684828
3385;953672
3387;641597
3395;728534
3396;841562
3400;330281
3402;327132
3404;234570
3409;611703
3417;666283
3418;38588
3419;563190
3422;169915
3428;627202
3429;473383
3432;908601
3438;498056
3441;64026
3443;498408
3447;234585
3449;517723
3450;9708
3451;219195
3453;102389
3454;129802
3457;968017
3459;64712
3462;19050
3473;545152
3477;67184
3478;896114
3486;917219
3493;586451
3503;100104
3505;532920
3506;152665
3513;616290
3515;872946
3525;923144
3527;619301
3530;940619
3542;344758
3546;490694
3555;808672
3558;333759
3559;867333
3562;204072
3572;936490
3576;710553
3577;679533
3585;200226
3591;843509
3592;864180
3593;663137
3594;499866
3596;137387
3598;165411
3605;956297
3610;286256
3616;532100
3618;675053
3619;684927
3623;810700
3624;573418
3636;871544
3639;343290
3642;231152
3646;517824
3647;525105
3655;998049
3659;748786
3667;249376
3674;8056
3679;105498
3682;803455
3693;968960
3695;32126
3699;382992
3716;795663
3718;108871
3725;192710
3730;951093
3739;129393
3742;732131
3747;270222
3748;901181
3751;762870
3755;531962
3758;747260
3762;141625
3769;817950
3774;385516
3783;245389
3799;989278
3803;500423
3810;338752
3813;290226
3814;601785
3816;523284
3819;51154
3825;324103
3830;29784
3831;632273
3832;513566
3837;861692
3838;536527
3843;969641
3844;488496
3845;31283
3847;796143
3850;563366
3862;103758
3868;959942
3869;362381
3871;767303
3872;991346
3876;978281
3878;528327
3883;466888
3891;379567
3902;158921
3907;329068
3921;664019
3932;685498
3933;702657
3938;206168
3949;683944
3951;782665
3953;480346
3956;892995
3960;235408
3967;169745
3970;306785
3973;657707
3978;636697
3983;597518
3990;361953
3994;233015
4014;813370
4024;669531
4026;791634
4034;521036
4039;214114
4047;31863
4048;35245
4051;826075
4057;436510
4060;908215
4068;916764
4069;132546
4073;188720
4075;360476
4081;920720
4088;827438
4089;27178
4091;635819
4105;905656
4112;34169
4113;795004
4125;778569
4131;184898
4138;802425
4142;101533
4149;195216
4150;779147
4151;878966
4152;323083
4154;76278
4165;460825
4166;645311
4174;298212
4188;151339
4204;896143
4205;274239
4206;515911
4209;200504
4211;724752
4212;66663
4217;760975
4224;955535
4227;88342
4234;151726
4238;40415
4239;610441
4248;301732
4253;296359
4260;170419
4261;473566
4262;455936
4267;778562
4279;670891
4284;352594
4295;605855
4297;931470
4300;91001
4305;451129
4307;521397
4309;640995
4314;33799
4317;573595
4319;449784
4322;283546
4325;893748
4337;169761
4338;318733
4342;503355
4345;677162
4349;527127
4361;859892
4371;493971
4381;155055
4382;85808
4391;826607
4394;131426
4396;525388
4399;797461
4406;336596
4407;545985
4413;135520
4417;366633
4425;47035
4428;272332
4432;521695
4440;85866
4451;386479
4455;108337
4463;827003
4475;461047
4477;394999
4479;149097
4484;44970
4486;41846
4494;279319
4497;526077
4502;740507
4507;624336
4510;854440
4511;268403
4515;852902
4519;399200
4527;949757
4552;391086
4562;481397
4564;72230
4568;863542
4569;76804
4572;913055
4580;915180
4581;161581
4583;160742
4584;520300
4595;967468
4601;127796
4602;756343
4618;110052
4622;189193
4632;163091
4634;723782
4642;490583
4648;689249
4654;767565
4655;598198
4663;343386
4666;927451
4675;314577
4682;457311
4686;162344
4688;943861
4689;774342
4695;833151
4696;82162
4700;735899
4701;766286
4710;3099
4715;571097
4717;329
4728;23927
4732;354350
4736;322105
4743;663870
4744;367698
4745;72886
4758;866097
4761;306862
4767;700714
4770;415839
4771;989088
4772;866287
4774;811467
4781;964582
4792;993697
4804;777035
4812;919444
4813;229734
4824;169436
4831;24689
4839;573681
4843;332821
4844;241710
4848;586859
4850;123245
4853;474185
4854;997383
4862;297189
4868;18606
4873;297996
4879;473669
4881;219714
4885;103174
4886;717891
4893;561501
4898;397620
4905;634911
4924;268357
4933;355717
4939;182193
4941;650252
4944;882804
4945;757281
4956;378705
4957;663428
4958;874651
4966;378763
4975;182931
4976;912265
4978;875107
4980;300253
4982;351781
4983;919401
4986;991672
4997;736155
4999;213663
5003;344523
5004;159445
5009;732422
5013;846929
5014;867642
5021;988199
5033;689334
5039;615767
5053;414149
5054;457562
5057;85819
5060;15754
5067;98013
5069;490689
5072;884530
5076;679222
5089;625110
5110;17021
5111;372514
5116;67382
5120;220262
5139;921756
5141;389097
5144;956763
5149;477170
5158;326633
5169;209064
5170;158192
5171;649751
5175;651397
5184;999733
5191;200152
5193;613477
5211;401960
5221;944835
5224;507124
5226;147096
5227;793128
5230;359841
5238;225330
5244;97586
5247;892452
5253;359574
5257;774736
5276;175314
5278;843088
5282;695925
5286;557942
5289;770021
5292;983439
5293;627845
5297;74548
5301;936054
5310;872024
5314;458069
5323;974611
5328;908887
5329;536238
5332;65017
5335;99660
5336;125191
5337;918853
5338;887695
5342;966434
5350;602407
5357;690277
5368;838160
5371;640889
5376;624414
5378;65138
5382;41510
5394;209466
5397;562150
5410;733635
5415;202635
5422;486390
5424;862887
5426;632061
5430;90626
5442;24122
5443;428012
5444;802145
5448;231664
5454;620019
5457;368079
5474;267946
5492;748042
5494;766768
5497;551977
5499;791009
5506;691204
5509;100871
5514;143246
5515;931199
5517;771303
5521;55076
5526;897686
5527;872667
5532;905667
5537;879655
5541;564498
5550;354796
5556;566665
5563;615136
5565;372732
5568;822325
5572;705170
5589;63141
5592;722378
5598;472319
5603;792776
5606;485256
5611;512692
5620;31483
5623;186063
5638;749818
5649;233074
5662;690766
5668;553474
5677;171259
5679;745821
5680;737528
5681;661633
5696;728911
5698;304283
5705;899508
5709;449830
5711;921412
5713;200240
5714;979058
5715;147200
5719;649630
5721;119862
5726;890731
5728;165480
5729;565525
5733;226343
5734;30907
5737;156771
5748;479058
5761;766693
5770;894594
5776;710324
5778;18917
5786;185889
5789;351507
5791;918001
5806;204853
5812;964136
5817;275432
5825;757316
5852;192665
5856;790174
5863;945365
5877;553069
5878;610190
5881;476287
5883;787134
5890;740630
5891;201122
5897;901490
5904;577892
5911;769181
5913;410126
5917;569745
5924;666455
5927;415595
5932;710241
5940;447604
5943;478149
5945;114359
5948;225325
5950;457079
5952;429563
5963;673043
5965;210
5972;991692
5973;840767
5978;857289
5984;310244
5987;554188
5990;524385
5991;347569
5992;208609
5993;36862
5995;91642
5996;530205
6001;234851
6003;809124
6006;25952
6007;586756
6009;711768
6014;188841
6016;395641
6031;49842
6032;158451
6033;960231
6038;412207
6039;513698
6040;174909
6041;781577
6050;477607
6059;425939
6067;883419
6069;704067
6071;564317
6077;328119
6078;740174
6089;796464
6093;568421
6097;371904
6098;76583
6110;525102
6114;526596
6122;502599
6131;790452
6134;804109
6148;856058
6162;504608
6171;923772
6175;192283
6183;717451
6187;508614
6195;778969
6196;772701
6203;303025
6215;265434
6233;726037
6238;35201
6248;603493
6253;357533
6262;957254
6272;971773
6274;107096
6276;59183
6279;951973
6284;24803
6291;551161
6293;971396
6294;160126
6308;35902
6310;652212
6314;798833
6316;578003
6328;248892
6339;166550
6340;183136
6345;720059
6347;988371
6349;648929
6351;920636
6352;78478
6369;19042
6374;658762
6386;600427
6388;291592
6391;705952
6401;868667
6402;954700
6405;664662
6406;187764
6420;113250
6430;828468
6433;582466
6441;988803
6443;416458
6450;615124
6460;225856
6461;511741
6466;845274
6491;166116
6499;348554
6502;52187
6504;893763
6506;328092
6507;921625
6518;764552
6522;602459
6524;278455
6525;169946
6527;360962
6534;27671
6540;411721
6554;648270
6560;320477
6562;251035
6570;62253
6571;193146
6573;537532
6574;37330
6580;633350
6581;371345
6583;516933
6586;60115
6590;948907
6604;400152
6607;141701
6608;553853
6609;534147
6614;658968
6615;309617
6621;471700
6622;756906
6624;244542
6630;884937
6637;300350
6639;554947
6642;100669
6647;602558
6651;278126
6657;864869
6658;515025
6662;134312
6667;418251
6672;680625
6673;671098
6674;819840
6676;827677
6679;452116
6684;935771
6687;595444
6691;320670
6695;345846
6697;732639
6705;746082
6712;809883
6718;348674
6722;90226
6725;278367
6735;817139
6751;696754
6753;583409
6756;783308
6757;883262
6758;576648
6761;320868
6772;529891
6775;632170
6780;242381
6781;693869
6784;766955
6792;327714
6797;326999
6810;360431
6811;841720
6813;597947
6815;755972
6824;250123
6825;216509
6828;852188
6837;269522
6838;235678
6846;614259
6847;62863
6849;898565
6853;142317
6854;509662
6860;891181
6861;140162
6862;633936
6881;406280
6888;756532
6892;694560
6896;748214
6903;536961
6915;482342
6923;661730
6924;415912
6927;873999
6936;172753
6939;854486
6945;596617
6954;164123
6956;943
6963;214986
6971;852829
6977;985700
6980;286059
6984;138816
6996;872301
6999;820688
7003;837638
7006;41032
7013;213216
7016;21947
7019;67842
7021;372721
7025;589315
7027;678002
7033;724422
7041;76001
7044;703452
7056;477800
7059;564485
7065;253790
7069;345658
7074;498674
7076;71676
7079;535941
7080;371213
7095;893249
7097;419235
7105;205608
7110;719643
7119;452474
7121;575751
7135;117464
7143;505861
7144;462465
7148;431708
7150;766248
7151;942455
7153;548192
7154;356349
7165;588840
7171;692967
7178;70305
7182;57487
7188;772493
7196;772355
7206;846137
7208;421477
7228;544167
7232;2451
7235;535082
7239;214545
7241;588115
7246;351123
7249;147409
7250;334139
7252;889013
7257;834991
7259;233042
7261;37266
7267;197
7268;797485
7276;85775
7281;718913
7283;42468
7286;8478
7290;700688
7291;664559
7295;334065
7297;162450
7298;70086
7307;167495
7310;109119
7314;787858
7315;75740
7331;309374
7336;674082
7344;859263
7347;131261
7349;775856
7351;556623
7353;704834
7360;44718
7362;651881
7367;39202
7372;918816
7377;319718
7389;591008
7390;382958
7398;909571
7399;735722
7404;918112
7416;840150
7420;484253
7422;696672
7424;646654
7434;88723
7439;547649
7452;160428
7453;511576
7454;948923
7455;466064
7457;283072
7459;358962
7467;915299
7478;726169
7479;234137
7480;540596
7481;952521
7489;14074
7491;943232
7494;840172
7497;624347
7503;409696
7504;239577
7508;306259
7511;130927
7513;132343
7514;982907
7522;725931
7525;633001
7531;657233
7538;473972
7544;604085
7547;988678
7549;420065
7553;96494
7565;907547
7573;812111
7574;351499
7578;365195
7579;682255
7580;277543
7582;777646
7585;545207
7587;670792
7593;65119
7596;303304
7597;583446
7602;548536
7605;274006
7608;822642
7609;195140
7621;860832
7623;287406
7625;62444
7627;428677
7628;841732
7635;957981
7638;145075
7639;941937
7646;376290
7647;275597
7651;119240
7660;952221
7661;371347
7667;786397
7674;483681
7678;114378
7688;707181
7706;282622
7716;64754
7718;140527
7723;22069
7726;416622
7727;204069
7730;678930
7736;999135
7739;697918
7754;503204
7756;777518
7761;771610
7773;741558
7774;744360
7775;387075
7785;818087
7792;108781
7793;332228
7794;191311
7798;817331
7806;162401
7808;799386
7815;546831
7816;210495
7818;685564
7819;103155
7823;687915
7837;20138
7841;289978
7842;529489
7843;199725
7844;334349
7852;64592
7861;645371
7862;480393
7866;110787
7868;716781
7869;86387
7876;494308
7878;37974
7879;422928
7885;274157
7886;772268
7899;420147
7912;272987
7913;804502
7915;222098
7932;37596
7933;484221
7938;924819
7944;217487
7945;413678
7953;470842
7957;874391
7961;617817
7968;187719
7969;857917
7977;343432
7979;251224
7984;890629
7988;666338
7997;291470
7998;841405
7999;172727
8001;912809
8005;954775
8012;227774
8016;81678
8021;374458
8024;400916
8028;969440
8041;960950
8045;864660
8059;868816
8061;248319
8069;984930
8077;734597
8084;198770
8087;111975
8089;998947
8091;478153
8096;871708
8109;451998
8110;436225
8114;843805
8121;69043
8125;776374
8127;383484
8129;158596
8138;844996
8145;844392
8159;727973
8161;974238
8166;965820
8169;201149
8175;43778
8176;775992
8178;265322
8184;581652
8187;921127
8188;769829
8191;596138
8192;910943
8205;23256
8206;79712
8210;263127
8214;210060
8215;143824
8226;263218
8228;848273
8239;84290
8245;145277
8258;978575
8271;642876
8272;102247
8273;9507
8275;104631
8278;404180
8285;774960
8288;873568
8298;813462
8302;913129
8305;970314
8321;408878
8325;87567
8335;80159
8340;370301
8341;502259
8342;695365
8345;626503
8350;114555
8365;295670
8366;937252
8371;933345
8378;591350
8379;886285
8389;869345
8390;489784
8398;842645
8401;322545
8409;39585
8418;766716
8420;343749
8425;824916
8428;293589
8432;937003
8433;37960
8434;32722
8449;895476
8457;330470
8464;577137
8469;922173
8476;969060
8477;292852
8478;269995
8487;173296
8491;634422
8495;331179
8502;964297
8503;677555
8510;229814
8517;439373
8521;611730
8527;634244
8528;65757
8529;933012
8534;82392
8538;617811
8539;775731
8541;941568
8550;529426
8551;426389
8554;758870
8556;598139
8559;718280
8568;869167
8571;549603
8580;666571
8584;440833
8587;143816
8588;8227
8591;873519
8593;468466
8594;126817
8599;290991
8604;802478
8605;901435
8613;525935
8618;813906
8619;702202
8625;490675
8627;540772
8633;142661
8638;500080
8645;286667
8648;664910
8655;169024
8662;969449
8665;980386
8666;977606
8678;482770
8692;395674
8695;875205
8701;529751
8702;840608
8708;812448
8710;995375
8711;118448
8713;555124
8715;848452
8720;231037
8724;143047
8725;940515
8728;304601
8732;769220
8734;760382
8741;767171
8746;480197
8751;927891
8758;138675
8759;459660
8771;742661
8774;618526
8783;111922
8785;512617
8792;605066
8812;798329
8819;966860
8821;523988
8826;334629
8840;108886
8841;623198
8844;580019
8846;906099
8854;389532
8856;928554
8859;761173
8868;829346
8876;736663
8888;756782
8900;162550
8903;158534
8904;586232
8915;828465
8924;407932
8925;779592
8934;91216
8935;907425
8941;908217
8949;96551
8961;896113
8962;761745
8967;520804
8969;511117
8973;80666
8976;275807
8979;670093
8997;243461
9003;478560
9009;910489
9013;914626
9016;859813
9017;739947
9019;15386
9026;106177
9033;821809
9040;342139
9052;646504
9059;727653
9065;697327
9084;987640
9085;945575
9090;386218
9100;603566
9102;55456
9104;469541
9109;37880
9115;121562
9121;601369
9124;746551
9130;322558
9131;216591
9132;645298
9133;534864
9135;231375
9141;246716
9150;739554
9154;580903
9157;946112
9158;594519
9159;742447
9161;704635
9164;540272
9168;10797
9180;36180
9185;56651
9192;409668
9200;909849
9208;161800
9216;696663
9220;63550
9224;503913
9227;134490
9231;679095
9240;36643
9242;964799
9243;310174
9249;987244
9253;470472
9255;340414
9258;654740
9261;867409
9264;201017
9265;943417
9274;588976
9282;766992
9285;608625
9295;925966
9301;127474
9305;341711
9307;717536
9320;918902
9321;410966
9329;206663
9332;997458
9333;533535
9338;551619
9340;754981
9348;242500
9357;7623
9367;467690
9377;796346
9379;602683
9380;152992
9387;137869
9390;429409
9391;35977
9395;537334
9396;54151
9397;709471
9400;238835
9403;197670
9408;301778
9411;260444
9420;90494
9424;639700
9431;764000
9433;922752
9451;273109
9452;589107
9453;30094
9461;27366
9473;485180
9474;46405
9477;314205
9479;207450
9483;128426
9489;628218
9494;306204
9502;652582
9509;473455
9512;259005
9518;144527
9526;951377
9539;175798
9541;966467
9549;197864
9556;608179
9557;172067
9558;531018
9571;162129
9575;271291
9581;803365
9584;680386
9586;429534
9591;664672
9592;296247
9593;435047
9594;817888
9599;926600
9603;567009
9608;132311
9611;473723
9615;284146
9625;829094
9629;957250
9636;610383
9637;143617
9644;977053
9653;410772
9659;679352
9663;905762
9664;182493
9666;994839
9673;722425
9686;812872
9689;647961
9690;273270
9709;589055
9723;161298
9724;274934
9741;311276
9744;641492
9747;342250
9757;857254
9770;500705
9773;177415
9776;398111
9780;361055
9785;653134
9793;355052
9794;884514
9795;480667
9796;66049
9798;761403
9802;901768
9807;477182
9813;216047
9822;863019
9827;69484
9831;169311
9853;692301
9856;244495
9861;882101
9862;298812
9863;132113
9877;899080
9880;368271
9883;53551
9884;495866
9890;655102
9893;131504
9895;797360
9896;580100
9898;562377
9899;408961
9905;380586
9913;360176
9918;373617
9930;192708
9941;956350
9942;977360
9943;341833
9948;302303
9956;616086
9958;94334
9959;721681
9973;510096
9974;402020
9977;994306
9983;915538
9986;749528
9997;857399
10009;435008
10013;7167
10015;402574
10020;3151
10024;24526
10025;281257
10037;456466
10038;227234
10039;479244
10040;188443
10048;793528
10049;189798
10051;359466
10052;251722
10072;43288
10074;513431
10078;215939
10082;419611
10083;315023
10086;86154
10092;887752
10095;198703
10097;334034
10109;62862
10111;175575
10115;335058
10117;58286
10118;682796
10119;478377
10120;77837
10121;856939
10123;928032
10125;416018
10130;533962
10137;290519
10138;825592
10142;339746
10143;971404
10148;580206
10154;257682
10156;240171
10158;941654
10161;595977
10164;764042
10176;964387
10177;641678
10179;957482
10188;85307
10195;832744
10196;168734
10197;330598
10198;665854
10201;323628
10208;619288
10209;10587
10212;678553
10213;232537
10214;413117
10216;806770
10217;479959
10222;553998
10223;281994
10224;308159
10230;395328
10232;124920
10235;811836
10238;824490
10241;437964
10246;252533
10252;260217
10254;631132
10261;593615
10271;538735
10273;589994
10274;119248
10277;174722
10279;785138
10280;226724
10285;281468
10286;670226
10289;790338
10292;784058
10296;977637
10304;320354
10305;611942
10308;584241
10319;440142
10321;55811
10327;403829
10329;730121
10330;523518
10333;895048
10342;444740
10344;160828
10345;262248
10354;533633
10356;824493
10358;632137
10364;485776
10366;482849
10370;171408
10377;393365
10378;545715
10383;303053
10385;523776
10387;468889
10393;355600
10397;893600
10398;91367
10415;340596
10417;552175
10420;101740
10421;47753
10424;711308
10430;33156
10433;170799
10438;722693
10454;76379
10472;892263
10489;812329
10504;439801
10508;284882
10516;999568
10520;514615
10536;489305
10562;203293
10568;222963
10574;271887
10578;866380
10582;153173
10585;141027
10588;940625
10594;97859
10595;287280
10597;773333
10599;594562
10602;172988
10605;849369
10607;829314
10608;937832
10611;854762
10612;843663
10615;56573
10620;701981
10621;313622
10624;34382
10626;653882
10628;17905
10637;616197
10639;831970
10658;553592
10663;577458
10670;453985
10671;763110
10672;456710
10673;406926
10678;890149
10679;842787
10685;337812
10691;802751
10692;625688
10701;477277
10705;514965
10709;660644
10717;757152
10718;249300
10720;926351
10725;519214
10727;799652
10728;276533
10747;761336
10748;401507
10749;963104
10752;542134
10753;530907
10754;963651
10765;374948
10769;110006
10770;776395
10773;738558
10774;896404
10776;648553
10781;94270
10785;239477
10794;298536
10798;570453
10804;351987
10811;363471
10813;618630
10816;241884
10817;607139
10824;376614
10825;241939
10830;986223
10832;474797
10839;361742
10844;447354
10846;622951
10851;832158
10855;255570
10856;770623
10859;756527
10869;497020
10887;608050
10888;198437
10891;94097
10902;477039
10923;480656
10928;161954
10933;178596
10934;923852
10935;124195
10936;815821
10945;337969
10953;496651
10960;753240
10972;973897
10982;926249
10984;165552
10996;876725
11000;218511
11021;385045
11027;145313
11031;342747
11043;4654
11044;967314
11046;53953
11049;974481
11055;452278
11059;425490
11060;755667
11067;186745
11076;140663
11086;993710
11088;984376
11095;291724
11096;847489
11112;946473
11116;461253
11119;590576
11120;733240
11128;461726
11130;196307
11138;490772
11139;306423
11156;853761
11162;448812
11165;640551
11180;959574
11182;608390
11183;948146
11187;450240
11189;437647
11191;851220
11192;849825
11195;456334
11196;605904
11197;766271
11223;271591
11233;355105
11241;736808
11246;54617
11249;562654
11251;418023
11255;557830
11258;99220
11259;679355
11260;263974
11261;526245
11269;275903
11271;711740
11287;505399
11304;140378
11320;435880
11321;467963
11326;462727
11332;289203
11336;223617
11341;499234
11347;815844
11348;656586
11355;100484
11356;626757
11358;340188
11361;195045
11364;937728
11370;731496
11376;104825
11385;764150
11393;844319
11397;989515
11398;619718
11400;31507
11404;616106
11410;617997
11415;18556
11417;397434
11418;762070
11420;106569
11432;9679
11436;756237
11437;54506
11438;994670
11447;766018
11451;602606
11454;453751
11458;350304
11462;41820
11466;109221
11471;712791
11473;44221
11475;870868
11476;217268
11481;677744
11484;171493
11486;299498
11487;558923
11488;201351
11489;888441
11492;103263
11493;709277
11498;463989
11499;954450
11501;622931
11503;761741
11504;747114
11505;798269
11513;484520
11518;248806
11522;806929
11527;82404
11531;465127
11536;83637
11537;2877
11547;740101
11549;129874
11558;871390
11562;242495
11584;482988
11593;669010
11595;406285
